Participant,Station Name,Region,DUID,Bid Type,Max Cap (MW),Min Enablement Level,Max Enablement Level,Max Lower Angle,Max Upper Angle
Origin Energy Electricity Limited,Eraring Power Station,NSW1,ER04,Raise60sec,83.0,180.0,750.0,90.0,45.0
Origin Energy Electricity Limited,Eraring Power Station,NSW1,ER04,Raise6sec,50.0,180.0,750.0,90.0,45.0
Origin Energy Electricity Limited,Eraring Power Station,NSW1,ER04,Raisereg,100.0,150.0,750.0,90.0,45.0
Origin Energy Electricity Limited,Mortlake Power Station,VIC1,MORTLK11,Lowerreg,65.0,20.0,292.0,45.0,90.0
Origin Energy Electricity Limited,Mortlake Power Station,VIC1,MORTLK11,Raisereg,65.0,20.0,292.0,90.0,45.0
Origin Energy Electricity Limited,Mortlake Power Station,VIC1,MORTLK12,Lowerreg,65.0,20.0,292.0,45.0,90.0
Origin Energy Electricity Limited,Mortlake Power Station,VIC1,MORTLK12,Raisereg,65.0,20.0,292.0,90.0,45.0
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,MSTUART1,Lowerreg,42.0,43.0,144.0,45.0,90.0
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,MSTUART1,Raisereg,42.0,43.0,144.0,90.0,45.0
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,MSTUART2,Lowerreg,42.0,43.0,144.0,45.0,90.0
Origin Energy Electricity Limited,Mt Stuart Power Station,QLD1,MSTUART2,Raisereg,42.0,43.0,144.0,90.0,45.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Lower5min,3.0,145.0,196.0,20.0,90.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Lower60sec,14.0,145.0,196.0,30.0,90.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Lower6sec,14.0,145.0,196.0,30.0,90.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Lowerreg,36.0,145.0,196.0,35.0,90.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Raise5min,3.0,145.0,196.0,90.0,20.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Raise60sec,14.0,145.0,196.0,90.0,30.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Raise6sec,14.0,145.0,196.0,90.0,30.0
Origin Energy Electricity Limited,Osborne Power Station,SA1,OSB-AG,Raisereg,36.0,145.0,196.0,90.0,35.0
Origin Energy Electricity Limited,Quarantine Power Station,SA1,QPS5,Lowerreg,50.0,74.0,128.0,45.0,90.0
Origin Energy Electricity Limited,Quarantine Power Station,SA1,QPS5,Raisereg,50.0,74.0,128.0,90.0,45.0
Origin Energy Electricity Limited,Quarantine Power Station,SA1,QPS5,Lower6sec,16.0,74.0,128.0,45.0,90.0
Origin Energy Electricity Limited,Quarantine Power Station,SA1,QPS5,Raise6sec,11.0,74.0,128.0,90.0,45.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Lower60sec,30.0,140.0,510.0,45.0,90.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Lower6sec,35.0,140.0,500.0,45.0,90.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Lowerreg,100.0,140.0,510.0,45.0,90.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Lower5min,30.0,187.0,529.0,45.0,90.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Raise60sec,30.0,140.0,510.0,90.0,45.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Raise6sec,35.0,140.0,500.0,90.0,45.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Raisereg,100.0,140.0,510.0,90.0,45.0
Pelican Point Power Limited,Pelican Point Power Station,SA1,PPCCGT,Raise5min,30.0,187.0,529.0,90.0,45.0
Snowy Hydro Limited,Guthega Power Station,NSW1,GUTHEGA,Lower5min,30.0,0.0,65.0,45.0,90.0
Snowy Hydro Limited,Guthega Power Station,NSW1,GUTHEGA,Lower60sec,10.0,0.0,65.0,45.0,90.0
Snowy Hydro Limited,Guthega Power Station,NSW1,GUTHEGA,Lowerreg,30.0,0.0,65.0,45.0,90.0
Snowy Hydro Limited,Guthega Power Station,NSW1,GUTHEGA,Raise5min,30.0,0.0,65.0,90.0,45.0
Snowy Hydro Limited,Guthega Power Station,NSW1,GUTHEGA,Raise60sec,10.0,0.0,65.0,90.0,45.0
Snowy Hydro Limited,Guthega Power Station,NSW1,GUTHEGA,Raisereg,30.0,0.0,65.0,90.0,45.0
Snowy Hydro Limited,Jindabyne Pump At Guthega,VIC1,SNOWYGJP,Raise5min,70.0,0.0,0.0,90.0,90.0
Snowy Hydro Limited,Jindabyne Pump At Guthega,VIC1,SNOWYGJP,Raise60sec,140.0,0.0,0.0,90.0,90.0
Snowy Hydro Limited,Jindabyne Pump At Guthega,VIC1,SNOWYGJP,Raise6sec,93.0,0.0,0.0,90.0,90.0
Snowy Hydro Limited,Lonsdale Power Station,SA1,LONSDALE,Lowerreg,21.0,5.0,21.0,45.0,90.0
Snowy Hydro Limited,Lonsdale Power Station,SA1,LONSDALE,Raisereg,21.0,5.0,21.0,90.0,45.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Lower5min,500.0,0.0,1510.0,45.0,90.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Lower60sec,500.0,0.0,1510.0,45.0,90.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Lower6sec,40.0,0.0,1510.0,45.0,90.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Lowerreg,500.0,0.0,1510.0,45.0,90.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Raise5min,500.0,0.0,1510.0,90.0,45.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Raise60sec,250.0,0.0,1510.0,90.0,45.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Raise6sec,40.0,0.0,1510.0,90.0,45.0
Snowy Hydro Limited,Murray Power Station,VIC1,MURRAY,Raisereg,500.0,0.0,1510.0,90.0,45.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Lower5min,500.0,0.0,1500.0,45.0,90.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Lower60sec,500.0,0.0,1500.0,45.0,90.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Lower6sec,40.0,0.0,1500.0,45.0,90.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Lowerreg,500.0,0.0,1500.0,45.0,90.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Raise5min,500.0,0.0,1500.0,90.0,45.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Raise60sec,250.0,0.0,1500.0,90.0,45.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Raise6sec,40.0,0.0,1500.0,90.0,45.0
Snowy Hydro Limited,Tumut 3 Power Station,NSW1,TUMUT3,Raisereg,500.0,0.0,1500.0,90.0,45.0
Snowy Hydro Limited,Tumut 3 Pumps,NSW1,SNOWYP,Lower5min,200.0,0.0,600.0,90.0,45.0
Snowy Hydro Limited,Tumut 3 Pumps,NSW1,SNOWYP,Raise5min,600.0,0.0,1200.0,53.0,90.0
Snowy Hydro Limited,Tumut 3 Pumps,NSW1,SNOWYP,Raise60sec,1200.0,0.0,1200.0,53.0,90.0
Snowy Hydro Limited,Tumut 3 Pumps,NSW1,SNOWYP,Raise6sec,800.0,0.0,1200.0,53.0,90.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Lower5min,250.0,0.0,665.0,45.0,90.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Lower60sec,250.0,0.0,665.0,45.0,90.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Lower6sec,20.0,0.0,665.0,45.0,90.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Lowerreg,250.0,0.0,665.0,45.0,90.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Raise5min,250.0,0.0,665.0,90.0,45.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Raise60sec,125.0,0.0,665.0,90.0,45.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Raise6sec,20.0,0.0,665.0,90.0,45.0
Snowy Hydro Limited,Tumut Power Station,NSW1,UPPTUMUT,Raisereg,250.0,0.0,665.0,90.0,45.0
Stanwell Corporation Limited,Mackay Gas Turbine,QLD1,MACKAYGT,Raise5min,34.0,0.0,34.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Lower5min,350.0,0.0,350.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Lower60sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Lower6sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Lowerreg,30.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Raise60sec,70.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Raise6sec,70.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-1,Raisereg,30.0,0.0,385.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Lower5min,350.0,0.0,350.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Lower60sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Lower6sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Lowerreg,30.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Raise60sec,70.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Raise6sec,70.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-2,Raisereg,30.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Lower5min,350.0,0.0,350.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Lower60sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Lower6sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Lowerreg,30.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Raise60sec,70.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Raise6sec,70.0,0.0,360.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-3,Raisereg,30.0,0.0,385.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Lower5min,350.0,0.0,350.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Lower60sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Lower6sec,70.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Lowerreg,30.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Raise60sec,70.0,0.0,350.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Raise6sec,70.0,0.0,350.0,90.0,45.0
Stanwell Corporation Limited,Stanwell Power Station,QLD1,STAN-4,Raisereg,30.0,0.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Lower5min,385.0,0.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Lower60sec,35.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Lower6sec,20.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Lowerreg,25.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Raise5min,20.0,140.0,360.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Raise60sec,35.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Raise6sec,20.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#1,Raisereg,18.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Lower5min,385.0,0.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Lower60sec,35.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Lower6sec,20.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Lowerreg,25.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Raise5min,20.0,140.0,360.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Raise60sec,35.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Raise6sec,20.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#2,Raisereg,18.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Lower5min,385.0,0.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Lower60sec,35.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Lower6sec,20.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Lowerreg,25.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Raise5min,20.0,140.0,360.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Raise60sec,35.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Raise6sec,20.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#3,Raisereg,18.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Lower5min,385.0,0.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Lower60sec,35.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Lower6sec,20.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Lowerreg,25.0,140.0,385.0,45.0,90.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Raise5min,20.0,140.0,360.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Raise60sec,35.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Raise6sec,20.0,140.0,385.0,90.0,45.0
Stanwell Corporation Limited,Tarong Power Station,QLD1,TARONG#4,Raisereg,18.0,140.0,385.0,90.0,45.0
,,,,,,,,,
Key to Abbreviations appearing in the above Table,,,,,,,,,
DUID: Dispatchable Unit ID,,,,,,,,,
Max Cap: Maximum Capacity,,,,,,,,,
Min Enablement Level: Minumum Enablement Level,,,,,,,,,
Max Enablement Level: Max Enablement Level,,,,,,,,,
Max Lower Angle: Maximum Lower Angle,,,,,,,,,
Max Upper Angle: Maximum Upper Angle,,,,,,,,,
